Androth,,Sub Post Office,Delivery,Kerala,Lakshadweep,Lakshadweep,Kochi,Lakshadweep,Lakshadweep,India,682551
Amini,,Sub Post Office,Delivery,Kerala,Lakshadweep,Lakshadweep,Kochi,Amini,Lakshadweep,India,682552
Agathi,,Sub Post Office,Delivery,Kerala,Lakshadweep,Lakshadweep,Kochi,Lakshadweep,Lakshadweep,India,682553
Bithra,,Branch Post Office,Delivery,Kerala,Lakshadweep,Lakshadweep,Kochi,Amini,Lakshadweep,India,682554
Chetlat,,Sub Post Office,Delivery,Kerala,Lakshadweep,Lakshadweep,Kochi,Lakshadweep,Lakshadweep,India,682554
Kavaratti,,Sub Post Office,Delivery,Kerala,Lakshadweep,Lakshadweep,Kochi,Lakshadweep,Lakshadweep,India,682555
Kadamat,,Sub Post Office,Delivery,Kerala,Lakshadweep,Lakshadweep,Kochi,Lakshadweep,Lakshadweep,India,682556
Kalpeni,,Sub Post Office,Delivery,Kerala,Lakshadweep,Lakshadweep,Kochi,Lakshadweep,Lakshadweep,India,682557
Kiltan,,Sub Post Office,Delivery,Kerala,Lakshadweep,Lakshadweep,Kochi,Lakshadweep,Lakshadweep,India,682558
Minicoy,,Sub Post Office,Delivery,Kerala,Lakshadweep,Lakshadweep,Kochi,Lakshadweep,Lakshadweep,India,682559
